user_id,text,label
U0790,Every morning feels like a struggle.,1
U0791,Life is beautiful and full of hope.,0
U0792,Every morning feels like a struggle.,1
U0793,Just completed my project!,0
U0794,Got promoted at work today!,0
U0795,Excited for what the future holds.,0
U0796,Nothing makes me happy anymore.,1
U0797,Life feels like a burden.,1
U0798,I just don’t have energy anymore.,1
U0799,Nothing makes me happy anymore.,1
U0800,Grateful for the little things.,0
U0801,Nothing makes me happy anymore.,1
U0802,I just don’t have energy anymore.,1
U0803,Nothing makes me happy anymore.,1
U0804,Life is beautiful and full of hope.,0
U0805,Why does everything feel pointless?,1
U0806,Feeling energetic and motivated.,0
U0807,Grateful for the little things.,0
U0808,Feeling energetic and motivated.,0
U0809,Nothing makes me happy anymore.,1
U0810,I’m thankful for everything I have.,0
U0811,Got promoted at work today!,0
U0812,I'm losing interest in everything.,1
U0813,I just don’t have energy anymore.,1
U0814,I'm losing interest in everything.,1
U0815,I just don’t have energy anymore.,1
U0816,Life feels like a burden.,1
U0817,Excited for what the future holds.,0
U0818,I’m thankful for everything I have.,0
U0819,Why does everything feel pointless?,1
U0820,Every morning feels like a struggle.,1
U0821,I feel so hopeless all the time.,1
U0822,Excited for what the future holds.,0
U0823,Every morning feels like a struggle.,1
U0824,Nothing makes me happy anymore.,1
U0825,Just completed my project!,0
U0826,Life is beautiful and full of hope.,0
U0827,I just don’t have energy anymore.,1
U0828,Why does everything feel pointless?,1
U0829,Why does everything feel pointless?,1
U0830,I can't focus and feel sad most days.,1
U0831,I cry almost every night.,1
U0832,Got promoted at work today!,0
U0833,I love spending time with my family.,0
U0834,I feel so hopeless all the time.,1
U0835,I love spending time with my family.,0
U0836,I'm losing interest in everything.,1
U0837,I love spending time with my family.,0
U0838,Why does everything feel pointless?,1
U0839,Life feels like a burden.,1
U0840,I’m thankful for everything I have.,0
U0841,Life is beautiful and full of hope.,0
U0842,I just don’t have energy anymore.,1
U0843,Every morning feels like a struggle.,1
U0844,Just completed my project!,0
U0845,Every morning feels like a struggle.,1
U0846,I feel so alone and empty.,1
U0847,Grateful for the little things.,0
U0848,Excited for what the future holds.,0
U0849,Excited for what the future holds.,0
U0850,Life is beautiful and full of hope.,0
U0851,Every morning feels like a struggle.,1
U0852,I feel so alone and empty.,1
U0853,I’m thankful for everything I have.,0
U0854,Just completed my project!,0
U0855,Had an amazing day today!,0
U0856,I feel so hopeless all the time.,1
U0857,Just completed my project!,0
U0858,Grateful for the little things.,0
U0859,Grateful for the little things.,0
U0860,I’m thankful for everything I have.,0
U0861,I love spending time with my family.,0
U0862,I just don’t have energy anymore.,1
U0863,Excited for what the future holds.,0
U0864,I'm losing interest in everything.,1
U0865,I just don’t have energy anymore.,1
U0866,Had an amazing day today!,0
U0867,Life is beautiful and full of hope.,0
U0868,I’m thankful for everything I have.,0
U0869,Why does everything feel pointless?,1
U0870,I just don’t have energy anymore.,1
U0871,I can't focus and feel sad most days.,1
U0872,Feeling energetic and motivated.,0
U0873,I love spending time with my family.,0
U0874,I just don’t have energy anymore.,1
U0875,Enjoying life to the fullest.,0
U0876,Grateful for the little things.,0
U0877,Got promoted at work today!,0
U0878,I can't focus and feel sad most days.,1
U0879,Enjoying life to the fullest.,0
U0880,Had an amazing day today!,0
U0881,I feel so hopeless all the time.,1
U0882,I’m thankful for everything I have.,0
U0883,Grateful for the little things.,0
U0884,Why does everything feel pointless?,1
U0885,Enjoying life to the fullest.,0
U0886,I feel so hopeless all the time.,1
U0887,I feel so alone and empty.,1
U0888,Life is beautiful and full of hope.,0
U0889,Life is beautiful and full of hope.,0
U0890,Feeling energetic and motivated.,0
U0891,I’m thankful for everything I have.,0
U0892,Every morning feels like a struggle.,1
U0893,I feel so hopeless all the time.,1
U0894,I can't focus and feel sad most days.,1
U0895,Feeling energetic and motivated.,0
U0896,Enjoying life to the fullest.,0
U0897,I feel so hopeless all the time.,1
U0898,I’m thankful for everything I have.,0
U0899,I’m thankful for everything I have.,0
U0900,I love spending time with my family.,0
U0901,Life is beautiful and full of hope.,0
U0902,Had an amazing day today!,0
U0903,Enjoying life to the fullest.,0
U0904,Nothing makes me happy anymore.,1
U0905,Got promoted at work today!,0
U0906,Feeling energetic and motivated.,0
U0907,Every morning feels like a struggle.,1
U0908,Had an amazing day today!,0
U0909,I cry almost every night.,1
U0910,I'm losing interest in everything.,1
U0911,Feeling energetic and motivated.,0
U0912,I love spending time with my family.,0
U0913,I cry almost every night.,1
U0914,Just completed my project!,0
U0915,Excited for what the future holds.,0
U0916,I just don’t have energy anymore.,1
U0917,I love spending time with my family.,0
U0918,I feel so alone and empty.,1
U0919,I love spending time with my family.,0
U0920,I cry almost every night.,1
U0921,Life feels like a burden.,1
U0922,Why does everything feel pointless?,1
U0923,Enjoying life to the fullest.,0
U0924,Grateful for the little things.,0
U0925,Had an amazing day today!,0
U0926,Had an amazing day today!,0
U0927,Life is beautiful and full of hope.,0
U0928,Why does everything feel pointless?,1
U0929,I love spending time with my family.,0
U0930,Enjoying life to the fullest.,0
U0931,Got promoted at work today!,0
U0932,Nothing makes me happy anymore.,1
U0933,Grateful for the little things.,0
U0934,Life is beautiful and full of hope.,0
U0935,Excited for what the future holds.,0
U0936,I love spending time with my family.,0
U0937,I just don’t have energy anymore.,1
U0938,Excited for what the future holds.,0
U0939,Why does everything feel pointless?,1
U0940,Every morning feels like a struggle.,1
U0941,I'm losing interest in everything.,1
U0942,Nothing makes me happy anymore.,1
U0943,I feel so hopeless all the time.,1
U0944,Grateful for the little things.,0
U0945,I love spending time with my family.,0
U0946,Feeling energetic and motivated.,0
U0947,Excited for what the future holds.,0
U0948,Got promoted at work today!,0
U0949,Every morning feels like a struggle.,1
U0950,I feel so alone and empty.,1
U0951,Why does everything feel pointless?,1
U0952,Feeling energetic and motivated.,0
U0953,Life feels like a burden.,1
U0954,Got promoted at work today!,0
U0955,I love spending time with my family.,0
U0956,I love spending time with my family.,0
U0957,Every morning feels like a struggle.,1
U0958,I can't focus and feel sad most days.,1
U0959,Had an amazing day today!,0
U0960,Feeling energetic and motivated.,0
U0961,I just don’t have energy anymore.,1
U0962,I feel so alone and empty.,1
U0963,I cry almost every night.,1
U0964,Life feels like a burden.,1
U0965,I love spending time with my family.,0
U0966,Excited for what the future holds.,0
U0967,Life feels like a burden.,1
U0968,Enjoying life to the fullest.,0
U0969,Excited for what the future holds.,0
U0970,Excited for what the future holds.,0
U0971,I’m thankful for everything I have.,0
U0972,I’m thankful for everything I have.,0
U0973,I love spending time with my family.,0
U0974,I feel so alone and empty.,1
U0975,Nothing makes me happy anymore.,1
U0976,Enjoying life to the fullest.,0
U0977,Enjoying life to the fullest.,0
U0978,Got promoted at work today!,0
U0979,Had an amazing day today!,0
U0980,Had an amazing day today!,0
U0981,Life feels like a burden.,1
U0982,Had an amazing day today!,0
U0983,Feeling energetic and motivated.,0
U0984,I cry almost every night.,1
U0985,Had an amazing day today!,0
U0986,Grateful for the little things.,0
U0987,I'm losing interest in everything.,1
U0988,I love spending time with my family.,0
U0989,I feel so hopeless all the time.,1
U0990,I cry almost every night.,1
U0991,I just don’t have energy anymore.,1
U0992,I cry almost every night.,1
U0993,I can't focus and feel sad most days.,1
U0994,I cry almost every night.,1
U0995,I can't focus and feel sad most days.,1
U0996,Why does everything feel pointless?,1
U0997,I feel so alone and empty.,1
U0998,Got promoted at work today!,0
U0999,Grateful for the little things.,0
U1000,I’m thankful for everything I have.,0
